,CRSHDATE,CRSHTIME,LATDECDG,LONDECDG,ANMLTY01,ANMLTY07,countyname,year,Road
85543,2021-03-07,100,43.48198,-89.77512,Coyote,,Sauk,2021,US Highway012
85809,2021-11-26,2300,42.59162,-90.60102,Coyote,,Grant,2021,US Highway061
85837,2021-11-08,1805,44.44417,-88.19659,Coyote,,Outagamie,2021,County HighwayEE
86305,2021-01-17,2335,44.90032,-92.58257,Coyote,,St. Croix,2021,State Highway065
86503,2021-01-24,2256,43.88773,-90.97845,Coyote,,La Crosse,2021,Interstate090
86633,2021-03-05,1325,43.9208,-90.0725,Coyote,,Juneau,2021,State Highway058
87118,2021-12-08,1923,43.19233,-89.38756,Coyote,,Dane,2021,State Highway019
87807,2021-10-31,528,43.06249,-88.44701,Coyote,,Waukesha,2021,Interstate094
87841,2021-11-01,2303,44.0917,-88.55069,Coyote,,Winnebago,2021,Interstate041
88356,2021-03-15,650,42.72085,-88.17696,Coyote,,Racine,2021,County HighwayA
88363,2021-04-20,133,42.69628,-87.95118,Coyote,,Racine,2021,Interstate041
88483,2021-01-21,350,44.7765,-91.52746,Coyote,,Eau Claire,2021,Interstate094
88580,2021-03-04,550,42.95712,-89.54854,Coyote,,Dane,2021,State Highway069
88705,2021-09-15,723,42.58288,-88.08467,Coyote,,Kenosha,2021,County HighwayK
88869,2021-10-12,1906,43.92477,-91.25334,Coyote,,La Crosse,2021,County HighwayOT
89199,2021-09-02,203,43.90771,-90.21983,Coyote,,Juneau,2021,Interstate090
89266,2021-10-15,2105,43.9621,-90.49537,Coyote,,Monroe,2021,Interstate090
89537,2021-06-13,20,43.55762,-89.30583,Coyote,,Columbia,2021,State Highway022
89683,2021-01-02,1446,42.97185,-90.46188,Coyote,,Grant,2021,US Highway018
89813,2021-11-02,2141,42.5311,-88.5457,Coyote,,Walworth,2021,County HighwayB
90152,2021-10-02,310,44.91212,-91.97508,Coyote,,Dunn,2021,Interstate094
90442,2021-01-27,520,45.04751,-92.53735,Coyote,,St. Croix,2021,State Highway065
90523,2021-07-10,2220,42.69086,-88.51671,Coyote,,Walworth,2021,State Highway011
90641,2021-04-17,5,43.76742,-89.99105,Coyote,,Juneau,2021,Interstate090
90647,2021-02-03,2110,42.80108,-89.63257,Coyote,,Green,2021,State Highway069
90682,2021-08-15,510,43.42968,-87.85004,Coyote,,Ozaukee,2021,Interstate043
90683,2021-07-23,1001,43.42759,-88.25693,Coyote,,Washington,2021,State Highway033
91219,2021-06-02,527,43.71818,-89.47721,Coyote,,Marquette,2021,Interstate039
91653,2021-06-21,438,44.96376,-92.6878,Coyote,,St. Croix,2021,Interstate094
91778,2021-08-23,1432,43.76739,-91.15317,Coyote,,La Crosse,2021,US Highway014
91872,2021-10-31,2100,43.45411,-89.40531,Coyote,,Columbia,2021,US Highway051
92036,2021-11-12,2018,43.25014,-87.92004,Coyote,,Ozaukee,2021,Interstate043
92155,2021-11-07,109,44.10364,-89.5323,Coyote,,Waushara,2021,Interstate039
92763,2021-08-05,2216,43.24542,-90.44971,Coyote,,Richland,2021,State Highway080
92846,2021-08-28,515,43.84842,-90.80717,Coyote,,Monroe,2021,State Highway027
92983,2021-03-25,449,43.25395,-87.92004,Coyote,,Ozaukee,2021,Interstate043
93224,2021-11-19,156,45.72892,-91.81006,Coyote,,Washburn,2021,US Highway053
93327,2021-11-24,400,43.44256,-88.21,Coyote,,Washington,2021,US Highway045
93329,2021-11-23,2255,43.46035,-88.366,Coyote,,Washington,2021,Interstate041
93426,2021-09-26,2215,43.87109,-91.21675,Coyote,,La Crosse,2021,Interstate090
93625,2021-03-14,140,43.79679,-91.17527,Coyote,,La Crosse,2021,IRISH CT - La Crosse
93908,2021-01-16,1858,42.93423,-88.87473,Coyote,,Jefferson,2021,State Highway026
94124,2021-10-08,615,43.32463,-88.21512,Coyote,,Washington,2021,State Highway060
94381,2021-06-26,109,44.48997,-89.51853,Coyote,,Portage,2021,Interstate039
